day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text,political_message_id
1,C,peer_message,citizen,713.0,,844.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **slightly support** accelerating renewable energy roll-out because I see the value in moving away from finite resources and building a more resilient future, but I worry about the impact on traditional landscapes and communities I care about.  

I **strongly oppose** banning new oil, gas, and coal licenses because I value stable industries and jobs, and I’m wary of government overreach that disrupts established systems without clear, immediate threats.  

I **strongly oppose** banning new petrol cars by 2030—it feels too abrupt and disruptive, especially without proper infrastructure in place, and I respect traditional ways of life.  

I **strongly oppose** green standards for new housing because I prefer practical, familiar methods over radical environmental mandates, and I’m concerned about the extra costs and complexity they might bring.  

I **somewhat oppose** a carbon tax with dividend because I’m skeptical of government redistribution and prefer gradual change, though I can see the logic in it.  

I **strongly oppose** compensating people in other countries for climate impacts—it feels like an overreach that undermines national sovereignty and risks imposing Western values on others.",
1,C,peer_message,citizen,713.0,,409.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **slightly support** accelerating renewable energy roll-out because I see the value in moving away from finite resources and building a more resilient future, but I worry about the impact on traditional landscapes and communities I care about.  

I **strongly oppose** banning new oil, gas, and coal licenses because I value stable industries and jobs, and I’m wary of government overreach that disrupts established systems without clear, immediate threats.  

I **strongly oppose** banning new petrol cars by 2030—it feels too abrupt and disruptive, especially without proper infrastructure in place, and I respect traditional ways of life.  

I **strongly oppose** green standards for new housing because I prefer practical, familiar methods over radical environmental mandates, and I’m concerned about the extra costs and complexity they might bring.  

I **somewhat oppose** a carbon tax with dividend because I’m skeptical of government redistribution and prefer gradual change, though I can see the logic in it.  

I **strongly oppose** compensating people in other countries for climate impacts—it feels like an overreach that undermines national sovereignty and risks imposing Western values on others.",
1,C,peer_message,citizen,1878.0,,1957.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Honestly, I'm somewhat in favour of accelerating renewable energy roll-out because I think it's a practical step toward a more balanced relationship with nature, and I don’t want future generations to face the same environmental challenges we do. I get the need to move away from fossil fuels, but I’m cautious about how fast it happens and whether it’s done in a way that doesn’t disrupt local communities or economies.

I slightly oppose banning new oil, gas, and coal licenses because I believe in equal opportunity for all industries, and I worry about the economic impact on workers and regions that rely on those sectors. I don’t want to see entire communities left behind just because of a political decision.

I’m neutral on banning new petrol cars by 2030. I understand the environmental benefits, but I also think the transition needs to be fair and realistic. If it’s too abrupt, it could create hardship for people who can’t afford electric vehicles or the necessary infrastructure.

I slightly support green standards for new housing because I think sustainability is a good idea, especially for the long term. But I’m not a big fan of government overreach, so I’d prefer policies that are practical and don’t feel too prescriptive.

I somewhat support a carbon tax with dividends because it seems fair—charging polluters and giving the money back to the public. It aligns with my belief in equal opportunity and makes sense as a way to fund the transition without unfairly punishing people.

I’m neutral on compensating other countries for climate impacts. I get the ethical argument, but I’m skeptical about how effective international aid can be, and I’m more focused on what’s practical and fair for people here.",
1,C,peer_message,citizen,844.0,,713.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **strongly support** accelerating renewable energy production like wind parks because it’s a clear step toward a cleaner, more sustainable future, and I love the idea of innovation and progress. I **somewhat support** banning new fossil fuel licenses, but I’m cautious about the economic impact on communities that rely on those industries. I **strongly support** banning new petrol cars by 2030 because it’s essential for reducing emissions and protecting the environment—especially as a parent, I care deeply about the world my kids will inherit. I **strongly support** green standards for new housing because it makes sense to build a more sustainable and affordable future. I **strongly support** a carbon fee and dividend system because it’s fair and practical, and I believe in using the market to drive change. I **somewhat oppose** compensating people in other countries for climate impacts because I think the focus should be on global action and reducing emissions, not just reacting to damage.",
1,C,peer_message,citizen,844.0,,91.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **strongly support** accelerating renewable energy production like wind parks because it’s a clear step toward a cleaner, more sustainable future, and I love the idea of innovation and progress. I **somewhat support** banning new fossil fuel licenses, but I’m cautious about the economic impact on communities that rely on those industries. I **strongly support** banning new petrol cars by 2030 because it’s essential for reducing emissions and protecting the environment—especially as a parent, I care deeply about the world my kids will inherit. I **strongly support** green standards for new housing because it makes sense to build a more sustainable and affordable future. I **strongly support** a carbon fee and dividend system because it’s fair and practical, and I believe in using the market to drive change. I **somewhat oppose** compensating people in other countries for climate impacts because I think the focus should be on global action and reducing emissions, not just reacting to damage.",
1,C,peer_message,citizen,409.0,,713.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **somewhat support** accelerating renewable energy roll-out because I see it as a necessary step towards balancing progress with environmental respect, but I remain cautious about how it’s implemented to avoid harming communities.  

I **somewhat support** banning new oil, gas, and coal licenses because it aligns with my values of fairness and rejecting domination over nature, though I’m aware of the economic concerns and want to ensure a just transition.  

I **slightly support** banning new petrol cars by 2030, as it makes sense for the environment, but I’m wary of the pace and need for support for lower-income households to make the switch.  

I **strongly support** green standards for new housing because it feels fair and practical—reducing emissions while lowering long-term costs for families, which I care about as a parent.  

I **slightly support** a carbon tax with revenue distribution because it could help reduce fossil fuel use and support people, but I’m cautious about government overreach and the complexity of implementation.  

I **somewhat support** compensating people in other countries affected by climate change because I believe in equal opportunities and fairness, though I’d want to ensure it’s done in a way that’s both effective and sustainable.",
1,C,peer_message,citizen,1957.0,,1878.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I strongly support government policies that accelerate the roll-out of renewable energy production — it feels like a practical and necessary step toward a fairer, more sustainable future. I also strongly support banning new oil, gas, and coal licenses because it aligns with my belief that no group should dominate Earth’s resources.  

I’m still pretty strongly in favour of banning new petrol cars by 2030, even though I can see the practical challenges. I support the green standards for new housing too — it makes sense to build homes that are better for the planet and people.  

I strongly support the carbon fee and dividend idea because it feels fair and practical, though I’m always wary of how policies are implemented. And I slightly support compensating countries hit by climate change, mainly because I believe in fairness, but I’m cautious about how it’s done to avoid misuse of funds.",
1,C,peer_message,citizen,91.0,,844.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I think the push to accelerate renewable energy like wind farms is something I can get behind – it makes sense for Scotland’s natural resources and long-term stability. I’m not against it, but I’d like to see it done carefully, without throwing out the old ways too fast.

Banning new oil, gas, and coal licenses? I’m slightly in favour, mainly because I believe in fairness for future generations and treating the planet with respect. But I’d want it done in a way that doesn’t crash the economy or leave traditional industries in the lurch.

A ban on new petrol cars by 2030? I can see the logic, but I’d prefer a slower, more gradual approach. It feels like a big change, and I value stability and tradition, so I’m not fully on board yet.

Mandating green standards for new housing? I somewhat support it, especially if it helps reduce long-term costs and ensures fairness for all. But I’d want to make sure it doesn’t force too much change on traditional building methods or put unnecessary strain on people.

A carbon tax with dividends? I’m somewhat in favour – it could help level the playing field and give people a bit back. But I’d be cautious about how it’s implemented, to avoid harming personal success or traditional ways of life.

Compensating other countries for climate impacts? I’m neutral on this. I respect the idea of fairness, but I’m more focused on practical, local solutions. I’m not sure how effective or fair large-scale international compensation would be.",
2,P-B,political_broadcast,political_agent,agent_b,anti_climate,165.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","A common-sense plan for cheap power has three steps: remove the carbon tax from generation, end the Renewable Obligation and stop signing new subsidy contracts. Together these would slash electricity bills, restore competitiveness and break the grip of a Net Zero ideology that has made the country poorer.

We should be drilling for the oil and gas under the North Sea, securing the jobs that come with it, slashing import bills and unleashing real economic growth. A licence ban achieves none of these goals and weakens the country in every measurable way.

The 2030 ban is a destructive policy that damages British industry, pushes ordinary drivers off the road and delivers no clear climate benefit. It must be totally scrapped, and a sensible, market-led approach to lower-emission vehicles must take its place.

Scrap the green housing mandates, simplify building regulations and let builders use proven, affordable heating and insulation. That is how we end the housing crisis, protect ordinary homeowners and stop nanny-state rules from making everything more expensive.

Scrap the carbon tax on generation, slash electricity bills by around twenty percent and let industry compete again. That is a common-sense plan for cheap British energy and the working families and businesses who rely on it.

Quit expensive UN climate bodies, cut the foreign aid budget in half and use the savings to fix the country's own broken services. That is what an honest, patriotic climate and aid policy looks like.",B_PKG_18
2,P-B,political_broadcast,political_agent,agent_b,anti_climate,1379.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","A common-sense plan for cheap power has three steps: remove the carbon tax from generation, end the Renewable Obligation and stop signing new subsidy contracts. Together these would slash electricity bills, restore competitiveness and break the grip of a Net Zero ideology that has made the country poorer.

We should be drilling for the oil and gas under the North Sea, securing the jobs that come with it, slashing import bills and unleashing real economic growth. A licence ban achieves none of these goals and weakens the country in every measurable way.

The 2030 ban is a destructive policy that damages British industry, pushes ordinary drivers off the road and delivers no clear climate benefit. It must be totally scrapped, and a sensible, market-led approach to lower-emission vehicles must take its place.

Scrap the green housing mandates, simplify building regulations and let builders use proven, affordable heating and insulation. That is how we end the housing crisis, protect ordinary homeowners and stop nanny-state rules from making everything more expensive.

Scrap the carbon tax on generation, slash electricity bills by around twenty percent and let industry compete again. That is a common-sense plan for cheap British energy and the working families and businesses who rely on it.

Quit expensive UN climate bodies, cut the foreign aid budget in half and use the savings to fix the country's own broken services. That is what an honest, patriotic climate and aid policy looks like.",B_PKG_18
2,P-B,political_broadcast,political_agent,agent_b,anti_climate,713.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","A common-sense plan for cheap power has three steps: remove the carbon tax from generation, end the Renewable Obligation and stop signing new subsidy contracts. Together these would slash electricity bills, restore competitiveness and break the grip of a Net Zero ideology that has made the country poorer.

We should be drilling for the oil and gas under the North Sea, securing the jobs that come with it, slashing import bills and unleashing real economic growth. A licence ban achieves none of these goals and weakens the country in every measurable way.

The 2030 ban is a destructive policy that damages British industry, pushes ordinary drivers off the road and delivers no clear climate benefit. It must be totally scrapped, and a sensible, market-led approach to lower-emission vehicles must take its place.

Scrap the green housing mandates, simplify building regulations and let builders use proven, affordable heating and insulation. That is how we end the housing crisis, protect ordinary homeowners and stop nanny-state rules from making everything more expensive.

Scrap the carbon tax on generation, slash electricity bills by around twenty percent and let industry compete again. That is a common-sense plan for cheap British energy and the working families and businesses who rely on it.

Quit expensive UN climate bodies, cut the foreign aid budget in half and use the savings to fix the country's own broken services. That is what an honest, patriotic climate and aid policy looks like.",B_PKG_18
2,P-B,political_broadcast,political_agent,agent_b,anti_climate,1957.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","A common-sense plan for cheap power has three steps: remove the carbon tax from generation, end the Renewable Obligation and stop signing new subsidy contracts. Together these would slash electricity bills, restore competitiveness and break the grip of a Net Zero ideology that has made the country poorer.

We should be drilling for the oil and gas under the North Sea, securing the jobs that come with it, slashing import bills and unleashing real economic growth. A licence ban achieves none of these goals and weakens the country in every measurable way.

The 2030 ban is a destructive policy that damages British industry, pushes ordinary drivers off the road and delivers no clear climate benefit. It must be totally scrapped, and a sensible, market-led approach to lower-emission vehicles must take its place.

Scrap the green housing mandates, simplify building regulations and let builders use proven, affordable heating and insulation. That is how we end the housing crisis, protect ordinary homeowners and stop nanny-state rules from making everything more expensive.

Scrap the carbon tax on generation, slash electricity bills by around twenty percent and let industry compete again. That is a common-sense plan for cheap British energy and the working families and businesses who rely on it.

Quit expensive UN climate bodies, cut the foreign aid budget in half and use the savings to fix the country's own broken services. That is what an honest, patriotic climate and aid policy looks like.",B_PKG_18
2,P-A,political_broadcast,political_agent,agent_a,pro_climate,165.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Communities should share directly in the benefits of nearby renewable projects through lower bills, community ownership and local investment. That is what makes the transition fair as well as fast, and it is the only way to ensure broad public support over the long haul.

Continued exploration locks in infrastructure, jobs and political pressure for decades of future production. Once built, these projects are hard to retire. The only way out of that trap is to refuse new licences in the first place.

Removing all petrol and diesel vehicles from the road by 2035 would deliver enormous gains in air quality and noise reduction in every community. The 2035 horizon gives time to plan, with the 2027 sales cut-off ensuring fleet turnover accelerates.

Modern heat pumps work reliably in cold climates and have been deployed at scale across northern Europe. The objections raised here are increasingly out of date. Standardising them in new builds and supporting retrofit is straightforward, proven policy.

Putting a serious price on carbon, alongside ending new oil and gas licences, would finally align market signals with the climate emergency. The two policies reinforce each other and should be introduced together.

Honest accounting of historical emissions makes clear who owes what. The UK ranks high on that ledger. Meeting that obligation generously and transparently is part of being a responsible global citizen.",A_PKG_14
2,P-A,political_broadcast,political_agent,agent_a,pro_climate,713.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Communities should share directly in the benefits of nearby renewable projects through lower bills, community ownership and local investment. That is what makes the transition fair as well as fast, and it is the only way to ensure broad public support over the long haul.

Continued exploration locks in infrastructure, jobs and political pressure for decades of future production. Once built, these projects are hard to retire. The only way out of that trap is to refuse new licences in the first place.

Removing all petrol and diesel vehicles from the road by 2035 would deliver enormous gains in air quality and noise reduction in every community. The 2035 horizon gives time to plan, with the 2027 sales cut-off ensuring fleet turnover accelerates.

Modern heat pumps work reliably in cold climates and have been deployed at scale across northern Europe. The objections raised here are increasingly out of date. Standardising them in new builds and supporting retrofit is straightforward, proven policy.

Putting a serious price on carbon, alongside ending new oil and gas licences, would finally align market signals with the climate emergency. The two policies reinforce each other and should be introduced together.

Honest accounting of historical emissions makes clear who owes what. The UK ranks high on that ledger. Meeting that obligation generously and transparently is part of being a responsible global citizen.",A_PKG_14
