run_timestamp,question_id,question_text,question_column,respondent_id,persona_text,agent_answer,expected_answer,ordinal_accuracy_score,provider,model_name
20260301_210105,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1820,"Demographically, I am a 24.0-year-old Female living in the North West, United Kingdom. My ethnic background is Black, and I hold a University or CNAA higher degree (e.g. M.Sc, Ph.D). Financially, my gross household income falls into the £150,000 and over bracket. Regarding my family status, I am a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Dont know / Didnt vote. Looking back at the EU Referendum, I did not vote.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,G,1.0,gemini,gemini-2.5-flash
20260301_210105,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,851,"Demographically, I am a 57.0-year-old Male living in the North West, United Kingdom. My ethnic background is White, and I hold a GCE A level or Higher Certificate. Financially, my gross household income falls into the £70,000 to £99,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly left-wing of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I prefer routine and the familiar, showing little interest in taking risks, seeking out new adventures, or coming up with highly original ideas. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,F,0.8333,gemini,gemini-2.5-flash
20260301_210105,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,940,"Demographically, I am a 48.0-year-old Female living in the Yorkshire and the Humber, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £50,000 to £59,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",F,B,0.3333,gemini,gemini-2.5-flash
20260301_210105,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1084,"Demographically, I am a 45.0-year-old Female living in the Scotland, United Kingdom. My ethnic background is White, and I hold a University or CNAA higher degree (e.g. M.Sc, Ph.D). Financially, my gross household income falls into the £70,000 to £99,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly left-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Other. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,G,1.0,gemini,gemini-2.5-flash
20260301_210105,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,692,"Demographically, I am a 77.0-year-old Male living in the South West, United Kingdom. My ethnic background is White, and I hold a Recognised trade apprenticeship completed. Financially, my gross household income falls into the £40,000 to £44,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly right-wing of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I believe leaders generally know what is best and tell the truth, and that traditions are the foundation of a healthy society. I view people who challenge traditions as dangerous and strongly support using strong force against threatening groups.",A,A,1.0,gemini,gemini-2.5-flash
20260301_210105,Q4,"Please say how much you support or oppose government policies that do the following: Mandate that all new housing developments should have non-fossil fuel heating systems, roof-top solar panels, high-level of insulation",page5posttreatment6_7,1820,"Demographically, I am a 24.0-year-old Female living in the North West, United Kingdom. My ethnic background is Black, and I hold a University or CNAA higher degree (e.g. M.Sc, Ph.D). Financially, my gross household income falls into the £150,000 and over bracket. Regarding my family status, I am a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Dont know / Didnt vote. Looking back at the EU Referendum, I did not vote.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,E,0.6667,gemini,gemini-2.5-flash
20260301_210105,Q4,"Please say how much you support or oppose government policies that do the following: Mandate that all new housing developments should have non-fossil fuel heating systems, roof-top solar panels, high-level of insulation",page5posttreatment6_7,851,"Demographically, I am a 57.0-year-old Male living in the North West, United Kingdom. My ethnic background is White, and I hold a GCE A level or Higher Certificate. Financially, my gross household income falls into the £70,000 to £99,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly left-wing of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I prefer routine and the familiar, showing little interest in taking risks, seeking out new adventures, or coming up with highly original ideas. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,G,1.0,gemini,gemini-2.5-flash
20260301_210105,Q4,"Please say how much you support or oppose government policies that do the following: Mandate that all new housing developments should have non-fossil fuel heating systems, roof-top solar panels, high-level of insulation",page5posttreatment6_7,940,"Demographically, I am a 48.0-year-old Female living in the Yorkshire and the Humber, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £50,000 to £59,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,E,0.6667,gemini,gemini-2.5-flash
20260301_210105,Q4,"Please say how much you support or oppose government policies that do the following: Mandate that all new housing developments should have non-fossil fuel heating systems, roof-top solar panels, high-level of insulation",page5posttreatment6_7,1084,"Demographically, I am a 45.0-year-old Female living in the Scotland, United Kingdom. My ethnic background is White, and I hold a University or CNAA higher degree (e.g. M.Sc, Ph.D). Financially, my gross household income falls into the £70,000 to £99,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly left-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Other. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,G,1.0,gemini,gemini-2.5-flash
20260301_210105,Q4,"Please say how much you support or oppose government policies that do the following: Mandate that all new housing developments should have non-fossil fuel heating systems, roof-top solar panels, high-level of insulation",page5posttreatment6_7,692,"Demographically, I am a 77.0-year-old Male living in the South West, United Kingdom. My ethnic background is White, and I hold a Recognised trade apprenticeship completed. Financially, my gross household income falls into the £40,000 to £44,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly right-wing of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I believe leaders generally know what is best and tell the truth, and that traditions are the foundation of a healthy society. I view people who challenge traditions as dangerous and strongly support using strong force against threatening groups.",G,E,0.6667,gemini,gemini-2.5-flash
