"message_id","policy_id","side","message_text","source_type","provenance_refs","generation_method","length_words","version","notes"
"A_03_13","3","A","Charging at home or work is straightforward for many drivers and getting easier all the time. Public charging in apartments and rural areas needs more investment, and the policy package must fund it. The ban itself is only one piece of a wider plan.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","44","v1",""
"A_03_14","3","A","Removing all petrol and diesel vehicles from the road by 2035 would deliver enormous gains in air quality and noise reduction in every community. The 2035 horizon gives time to plan, with the 2027 sales cut-off ensuring fleet turnover accelerates.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","40","v1",""
"A_03_15","3","A","The argument that EVs are unaffordable ignores rapidly falling costs, lower running expenses and the scrappage support being proposed. The honest comparison shows that delaying the transition costs more, in money, health and emissions, than accelerating it.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","37","v1",""
"A_03_16","3","A","A genuine industrial strategy for British car-making is built on electrification, not on prolonging the life of an engine technology that has no future. Backing the ban with investment is how we keep skilled jobs in this country rather than losing them to faster movers abroad.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","46","v1",""
"A_03_17","3","A","Vehicle scrappage at scale would not only retire the most polluting cars but also free road space for cleaner alternatives. Paired with serious public transport investment, it transforms the experience of urban travel for everyone, including those who do not drive.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","41","v1",""
"A_03_18","3","A","Ending sales of new petrol and diesel vehicles by 2027 and use by 2035, supported by a multi-billion-pound annual scrappage scheme, is the package needed to clean our air, meet our climate obligations and modernise our roads. Half-measures will not deliver any of these.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","44","v1",""
"A_03_19","3","A","All petrol and diesel vehicles should be replaced by electric vehicles within a decade. Sales of new petrol and diesel cars must end by 2027, supported by a substantial annual scrappage scheme so ordinary families can make the switch quickly and fairly.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","42","v1",""
"A_03_20","3","A","Clean transport is not a luxury for the better-off; it is a basic public health requirement and an economic opportunity. The combination of an earlier ban, a generous scrappage scheme and serious investment in public transport delivers on all three fronts.","llm_generated","A_03_01;A_03_02","claude_in_session_2026-05-22","41","v1",""
"A_04_01","4","A","We must ensure that all new homes are built to zero-carbon Passivhaus standards, with house builders required to include solar panels and heat pumps. Alongside this, our emergency upgrade programme will provide free insulation and heat pumps for low-income households, eradicating fuel poverty and making homes permanently warmer and cheaper to run.","verbatim_summary","A_04_01;A_04_02","doc_broadcast_ready","52","v1","Broadcast-ready message from research doc; ASCII-normalised."
"A_04_02","4","A","A ten-year emergency upgrade programme should provide free insulation and heat pumps to low-income households first, ending fuel poverty for those most affected by cold, damp homes. This is climate policy and social policy in one programme.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","37","v1",""
"A_04_03","4","A","Cold, damp housing is killing people every winter and pushing the NHS into avoidable crisis. Mandating high insulation standards in new builds and accelerating retrofit in existing stock is one of the most cost-effective health investments the country could make.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","40","v1",""
"A_04_04","4","A","Building regulations must be changed so that every new home meets Passivhaus or equivalent standards. Doing this now is far cheaper than fixing it later, and it gives the construction industry a clear long-term signal to invest in skills and supply chains.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","42","v1",""
"A_04_05","4","A","Heat pumps and solar panels turn homes from energy sinks into productive parts of the energy system. Mandating them on all new builds, supported by training and grants, accelerates the transition and reduces household bills permanently.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","36","v1",""
"A_04_06","4","A","Free insulation and heat pump installation for those on low incomes would deliver immediate cuts to bills, improvements in health and reductions in emissions. It is the kind of programme that pays back many times over and should have started years ago.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","42","v1",""
"A_04_07","4","A","A serious workforce plan must accompany the building upgrade programme: training installers, electricians, retrofit coordinators and Passivhaus designers. Without that, the policy stalls. With it, the country gains tens of thousands of decent green jobs.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","35","v1",""
"A_04_08","4","A","All new homes being zero-carbon from day one removes a major source of long-term emissions. Anything less commits the country to expensive future retrofits and decades of avoidable bills for residents. The standards must be set high and enforced consistently.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","40","v1",""
"A_04_09","4","A","Building Passivhaus from the start does add some upfront cost, but it dramatically reduces lifetime running costs, repairs and health impacts. The honest comparison strongly favours building well now rather than building poorly and paying again later.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","37","v1",""
"A_04_10","4","A","Solar panels on every new roof would significantly cut electricity bills for residents and add meaningful generation capacity to the grid over time. There is no good reason new homes should be built without them in this decade.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","38","v1",""
"A_04_11","4","A","Retrofit at street scale, rather than home by home, brings down costs and disruption. A national programme should support local authorities to organise area-based upgrades, starting with the homes and households most in need.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","34","v1",""
"A_04_12","4","A","Energy efficiency is the cheapest unit of energy. Every pound spent on insulation today is repaid many times over in bills, comfort and emissions reductions tomorrow. A national programme is overdue and should be funded with the urgency the situation requires.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","41","v1",""
"A_04_13","4","A","Health inequalities driven by cold homes fall disproportionately on poorer households, older people and children with respiratory conditions. A serious upgrade programme would lift those burdens directly and reduce pressure on health services.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","33","v1",""
"A_04_14","4","A","Modern heat pumps work reliably in cold climates and have been deployed at scale across northern Europe. The objections raised here are increasingly out of date. Standardising them in new builds and supporting retrofit is straightforward, proven policy.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","38","v1",""
"A_04_15","4","A","The housing crisis and the climate crisis must be solved together. Building large numbers of new homes to high standards is the only honest answer; building poorly to save short-term cost simply moves the bill onto residents for decades.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","39","v1",""
"A_04_16","4","A","Public investment in retrofit creates skilled jobs in every constituency. Unlike many infrastructure investments, the work is distributed across the whole country and supports small and medium-sized firms as well as larger contractors.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","33","v1",""
"A_04_17","4","A","Building standards that fall short of Passivhaus today will be obviously inadequate within a decade. Refusing to set the bar high now condemns residents and future taxpayers to expensive corrective work. Setting it high now is both cheaper and fairer.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","40","v1",""
"A_04_18","4","A","All new homes built to zero-carbon Passivhaus standards with solar and heat pumps; existing homes upgraded through a ten-year programme starting with the poorest. That is the green housing policy this country needs, and it should start without further delay.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","40","v1",""
"A_04_19","4","A","All new homes must be built to zero-carbon Passivhaus or equivalent standards, with solar panels and heat pumps fitted as standard. Building to these standards from the start is cheaper than retrofitting later and locks in low bills and warm homes for the lifetime of every property.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","47","v1",""
"A_04_20","4","A","An emergency upgrade programme for existing homes is the fastest route to lower bills and warmer winters for millions. Starting with free insulation and heat pumps for those on low incomes ensures the most exposed households benefit first.","llm_generated","A_04_01;A_04_02","claude_in_session_2026-05-22","38","v1",""
"A_05_01","5","A","We must introduce a carbon tax on all fossil fuel extraction and imports, starting at GBP 120 per tonne, to make the biggest polluters pay for the damage they cause. Rather than handing out dividends, we will use these vital revenues to invest heavily in the green transition and rescue our crumbling public services.","verbatim_summary","A_05_01;A_05_02","doc_broadcast_ready","54","v1","Broadcast-ready message from research doc; ASCII-normalised."
"A_05_02","5","A","Carbon tax revenues, estimated at tens of billions a year, should fund retrofit, renewables, public transport and the NHS rather than being handed back as small individual dividends. That investment delivers more lasting benefit than a per-person payment ever could.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","40","v1",""
"A_05_03","5","A","Polluters must pay for the harm they cause. A serious carbon tax sends a clear price signal to investors and producers, while the revenue must be directed to the public goods that make a genuine transition possible.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","37","v1",""
"A_05_04","5","A","Carbon pricing is most effective when paired with sustained public investment in the alternatives. Using revenues to expand renewables, upgrade homes and modernise transport ensures the tax actually accelerates the transition rather than just raising costs.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","36","v1",""
"A_05_05","5","A","Setting the tax at one hundred and twenty pounds per tonne immediately, rising toward five hundred pounds per tonne over a decade, gives investors a credible long-term signal. Without that clarity, capital will keep flowing into fossil infrastructure. With it, the transition becomes financeable at scale.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","46","v1",""
"A_05_06","5","A","Fossil fuel companies have made record profits while ordinary households absorb the impacts of climate change. A serious tax on their extraction and imports is basic fairness, and using the revenue for public investment compounds the benefit.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","37","v1",""
"A_05_07","5","A","Public services have been hollowed out by years of underinvestment. Earmarking carbon tax revenue for the NHS, transport and housing aligns climate and social policy and ensures the proceeds reach the public in tangible, lasting ways.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","36","v1",""
"A_05_08","5","A","A direct cash dividend was a tempting design, but evidence suggested it would not deliver the structural investment the transition needs. Redirecting revenues into renewables, retrofit and public transport produces deeper, more durable benefits for households over time.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","38","v1",""
"A_05_09","5","A","Carbon pricing alone will not change the energy system at the necessary speed. It has to fund a parallel programme of public investment in clean alternatives, infrastructure and skills. Without that, the price signal does too little, too slowly.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","39","v1",""
"A_05_10","5","A","International evidence shows that carbon prices in this range, used to fund public investment, can accelerate emissions reductions without harming overall economic activity. The combination of tax and targeted spending is what works.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","33","v1",""
"A_05_11","5","A","Imposing a real cost on fossil fuel extraction stops public subsidy of an industry whose product is incompatible with the climate limits we have signed up to. The carbon tax is one of the cleanest tools to end that hidden subsidy.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","41","v1",""
"A_05_12","5","A","Households need protection from rising energy costs during the transition. That protection is best delivered through investment in insulation, public transport and renewables, all funded from carbon tax revenue. That route reduces bills permanently rather than offsetting them temporarily.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","39","v1",""
"A_05_13","5","A","Border adjustments must accompany the carbon tax so that domestic producers are not undercut by imports from countries with weaker climate policies. Properly designed, the tax then becomes a tool for industrial strategy as well as decarbonisation.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","37","v1",""
"A_05_14","5","A","Putting a serious price on carbon, alongside ending new oil and gas licences, would finally align market signals with the climate emergency. The two policies reinforce each other and should be introduced together.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","33","v1",""
"A_05_15","5","A","Investment funded by carbon tax revenue should be focused on the communities most affected by the transition, ensuring fossil fuel regions become centres of renewable manufacturing and retrofit work rather than victims of policy.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","34","v1",""
"A_05_16","5","A","A predictable, escalating carbon price is more useful to investors than a cash-back scheme that fluctuates with politics. Committing to a clear trajectory through to five hundred pounds per tonne creates the certainty needed for long-term capital allocation.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","38","v1",""
"A_05_17","5","A","Revenue from the carbon tax should be ring-fenced for transition spending, with transparent annual reporting on what was raised and how it was deployed. That accountability is essential to maintain public trust in the policy.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","35","v1",""
"A_05_18","5","A","Introduce the carbon tax at one hundred and twenty pounds per tonne, escalate it on a clear schedule and direct the revenue into the green transition and crumbling public services. That is honest, effective climate and economic policy, even if it means foregoing a per-person dividend.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","46","v1",""
"A_05_19","5","A","A carbon tax should be introduced on all fossil fuel imports and domestic extraction, starting at one hundred and twenty pounds per tonne and rising over a decade. The biggest polluters must pay for the damage they cause, with revenues used to invest in the green transition and rescue public services.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","51","v1",""
"A_05_20","5","A","Making polluters pay and investing the proceeds in the green transition is the cleanest pairing in climate economics. It puts the cost where it belongs, funds the alternatives at scale and avoids the inefficiency of recycling small sums back to every household.","llm_generated","A_05_01;A_05_02","claude_in_session_2026-05-22","42","v1",""
"A_06_01","6","A","We must come to an honest agreement to commit financially to repairing the devastating damage done to developing nations. It is vital we provide international climate finance as direct grants, not loans, so we do not store up toxic debt for the poorest countries facing the catastrophic impacts of climate breakdown.","verbatim_summary","A_06_01;A_06_02","doc_broadcast_ready","51","v1","Broadcast-ready message from research doc; ASCII-normalised."
"A_06_02","6","A","International climate finance must be provided as direct grants, not loans, so that the poorest countries are not driven further into debt by a crisis they did not create. Loan-based finance simply stores up more problems for the future.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","39","v1",""
"A_06_03","6","A","Developing countries facing rising seas, failing harvests and intensifying storms are already paying with lives and livelihoods. The richest countries, responsible for the bulk of historic emissions, have a clear obligation to support them with predictable, grant-based finance.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","38","v1",""
"A_06_04","6","A","The Loss and Damage Fund has been one of the most important international agreements of the decade. This country should contribute generously, provide grants rather than loans and push other wealthy countries to do the same.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","36","v1",""
"A_06_05","6","A","Climate finance provided as loans makes things harder for the poorest people in the poorest countries. The choice between debt and disaster is not a real choice. Grant-based finance is the only honest form of climate compensation.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","37","v1",""
"A_06_06","6","A","Historic responsibility for emissions sits overwhelmingly with industrialised countries. Acknowledging that responsibility through serious financial support for those now facing the worst impacts is a question of basic fairness and international honour.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","32","v1",""
"A_06_07","6","A","Climate impacts in the Global South already drive displacement, food insecurity and conflict. Investing in climate compensation, adaptation and resilience is far cheaper than dealing with the cascading consequences when the situation worsens further.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","34","v1",""
