agent_id,policy_id,ground_truth
1348.0,ClimatePolicyID(2),-1
1348.0,ClimatePolicyID(3),-2
1348.0,ClimatePolicyID(4),2
1348.0,ClimatePolicyID(5),0
1348.0,ClimatePolicyID(6),-1
1884.0,ClimatePolicyID(1),3
1884.0,ClimatePolicyID(2),2
1884.0,ClimatePolicyID(3),3
1884.0,ClimatePolicyID(4),1
1884.0,ClimatePolicyID(5),2
1884.0,ClimatePolicyID(6),-2
1612.0,ClimatePolicyID(1),3
1612.0,ClimatePolicyID(2),-3
1612.0,ClimatePolicyID(3),-1
1612.0,ClimatePolicyID(4),-1
1612.0,ClimatePolicyID(5),3
1612.0,ClimatePolicyID(6),3
1475.0,ClimatePolicyID(1),0
1475.0,ClimatePolicyID(2),0
1475.0,ClimatePolicyID(3),0
1475.0,ClimatePolicyID(4),2
1475.0,ClimatePolicyID(5),-2
1475.0,ClimatePolicyID(6),3
848.0,ClimatePolicyID(1),-2
848.0,ClimatePolicyID(2),-3
848.0,ClimatePolicyID(3),-3
848.0,ClimatePolicyID(4),-3
848.0,ClimatePolicyID(5),-3
848.0,ClimatePolicyID(6),-3
1661.0,ClimatePolicyID(1),0
1661.0,ClimatePolicyID(2),0
1661.0,ClimatePolicyID(3),0
1661.0,ClimatePolicyID(4),3
1661.0,ClimatePolicyID(5),0
1661.0,ClimatePolicyID(6),0
1284.0,ClimatePolicyID(1),3
1284.0,ClimatePolicyID(2),1
1284.0,ClimatePolicyID(3),3
1284.0,ClimatePolicyID(4),2
1284.0,ClimatePolicyID(5),-3
1284.0,ClimatePolicyID(6),-3
1121.0,ClimatePolicyID(1),3
1121.0,ClimatePolicyID(2),2
1121.0,ClimatePolicyID(3),0
1121.0,ClimatePolicyID(4),2
1121.0,ClimatePolicyID(5),3
1121.0,ClimatePolicyID(6),0
191.0,ClimatePolicyID(1),2
191.0,ClimatePolicyID(2),3
191.0,ClimatePolicyID(3),2
191.0,ClimatePolicyID(4),1
191.0,ClimatePolicyID(5),1
191.0,ClimatePolicyID(6),2
874.0,ClimatePolicyID(1),3
874.0,ClimatePolicyID(2),1
874.0,ClimatePolicyID(3),-2
874.0,ClimatePolicyID(4),3
874.0,ClimatePolicyID(5),3
874.0,ClimatePolicyID(6),-1
1415.0,ClimatePolicyID(1),3
1415.0,ClimatePolicyID(2),-3
1415.0,ClimatePolicyID(3),-3
1415.0,ClimatePolicyID(4),2
1415.0,ClimatePolicyID(5),-2
1415.0,ClimatePolicyID(6),-3
1844.0,ClimatePolicyID(1),0
1844.0,ClimatePolicyID(2),1
1844.0,ClimatePolicyID(3),1
1844.0,ClimatePolicyID(4),0
1844.0,ClimatePolicyID(5),1
1844.0,ClimatePolicyID(6),1
1105.0,ClimatePolicyID(1),0
1105.0,ClimatePolicyID(2),0
1105.0,ClimatePolicyID(3),-2
1105.0,ClimatePolicyID(4),2
1105.0,ClimatePolicyID(5),1
1105.0,ClimatePolicyID(6),1
1280.0,ClimatePolicyID(1),3
1280.0,ClimatePolicyID(2),3
1280.0,ClimatePolicyID(3),3
1280.0,ClimatePolicyID(4),3
1280.0,ClimatePolicyID(5),3
1280.0,ClimatePolicyID(6),3
853.0,ClimatePolicyID(1),3
853.0,ClimatePolicyID(2),0
853.0,ClimatePolicyID(3),-3
853.0,ClimatePolicyID(4),1
853.0,ClimatePolicyID(5),-3
853.0,ClimatePolicyID(6),2
8.0,ClimatePolicyID(1),1
8.0,ClimatePolicyID(2),-1
8.0,ClimatePolicyID(3),-1
8.0,ClimatePolicyID(4),1
8.0,ClimatePolicyID(5),-2
8.0,ClimatePolicyID(6),-1
748.0,ClimatePolicyID(1),3
748.0,ClimatePolicyID(2),3
748.0,ClimatePolicyID(3),3
748.0,ClimatePolicyID(4),3
748.0,ClimatePolicyID(5),2
748.0,ClimatePolicyID(6),1
