agent_id,policy_id,letter,llm,gt,err,abs_err,exact,ordinal
900.0,ClimatePolicyID(5),F,2,2,0,0,1,1
900.0,ClimatePolicyID(6),F,2,2,0,0,1,1
629.0,ClimatePolicyID(5),C,-1,0,-1,1,0,1
629.0,ClimatePolicyID(6),B,-2,-2,0,0,1,1
1522.0,ClimatePolicyID(5),G,3,1,2,2,0,0
1522.0,ClimatePolicyID(6),F,2,1,1,1,0,1
1692.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
1692.0,ClimatePolicyID(6),F,2,3,-1,1,0,1
1076.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1076.0,ClimatePolicyID(6),E,1,-3,4,4,0,0
1068.0,ClimatePolicyID(5),F,2,-1,3,3,0,0
1068.0,ClimatePolicyID(6),D,0,-1,1,1,0,1
625.0,ClimatePolicyID(5),F,2,0,2,2,0,0
625.0,ClimatePolicyID(6),C,-1,-2,1,1,0,1
1765.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1765.0,ClimatePolicyID(6),E,1,0,1,1,0,1
1690.0,ClimatePolicyID(5),G,3,-1,4,4,0,0
1690.0,ClimatePolicyID(6),G,3,1,2,2,0,0
1055.0,ClimatePolicyID(5),E,1,-3,4,4,0,0
1055.0,ClimatePolicyID(6),D,0,-3,3,3,0,0
786.0,ClimatePolicyID(5),E,1,0,1,1,0,1
786.0,ClimatePolicyID(6),D,0,0,0,0,1,1
1801.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
1801.0,ClimatePolicyID(6),F,2,2,0,0,1,1
880.0,ClimatePolicyID(5),F,2,0,2,2,0,0
880.0,ClimatePolicyID(6),F,2,2,0,0,1,1
1495.0,ClimatePolicyID(5),F,2,1,1,1,0,1
1495.0,ClimatePolicyID(6),E,1,3,-2,2,0,0
363.0,ClimatePolicyID(5),D,0,0,0,0,1,1
363.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
1273.0,ClimatePolicyID(5),G,3,-1,4,4,0,0
1273.0,ClimatePolicyID(6),G,3,1,2,2,0,0
833.0,ClimatePolicyID(5),E,1,1,0,0,1,1
833.0,ClimatePolicyID(6),B,-2,-1,-1,1,0,1
567.0,ClimatePolicyID(5),C,-1,-3,2,2,0,0
567.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
1836.0,ClimatePolicyID(5),F,2,0,2,2,0,0
1836.0,ClimatePolicyID(6),F,2,2,0,0,1,1
378.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
378.0,ClimatePolicyID(6),E,1,1,0,0,1,1
1466.0,ClimatePolicyID(5),D,0,0,0,0,1,1
1466.0,ClimatePolicyID(6),B,-2,-1,-1,1,0,1
767.0,ClimatePolicyID(5),F,2,1,1,1,0,1
767.0,ClimatePolicyID(6),E,1,0,1,1,0,1
844.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
844.0,ClimatePolicyID(6),F,2,-2,4,4,0,0
1965.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1965.0,ClimatePolicyID(6),F,2,0,2,2,0,0
614.0,ClimatePolicyID(5),G,3,2,1,1,0,1
614.0,ClimatePolicyID(6),F,2,2,0,0,1,1
646.0,ClimatePolicyID(5),C,-1,1,-2,2,0,0
646.0,ClimatePolicyID(6),B,-2,-2,0,0,1,1
539.0,ClimatePolicyID(5),F,2,-1,3,3,0,0
539.0,ClimatePolicyID(6),D,0,0,0,0,1,1
463.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
463.0,ClimatePolicyID(6),F,2,-2,4,4,0,0
375.0,ClimatePolicyID(5),F,2,0,2,2,0,0
375.0,ClimatePolicyID(6),F,2,0,2,2,0,0
696.0,ClimatePolicyID(5),F,2,2,0,0,1,1
696.0,ClimatePolicyID(6),D,0,-1,1,1,0,1
117.0,ClimatePolicyID(5),G,3,2,1,1,0,1
117.0,ClimatePolicyID(6),F,2,1,1,1,0,1
1379.0,ClimatePolicyID(5),D,0,0,0,0,1,1
1379.0,ClimatePolicyID(6),B,-2,1,-3,3,0,0
1846.0,ClimatePolicyID(5),F,2,1,1,1,0,1
1846.0,ClimatePolicyID(6),G,3,-3,6,6,0,0
856.0,ClimatePolicyID(5),C,-1,-1,0,0,1,1
856.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
31.0,ClimatePolicyID(5),D,0,0,0,0,1,1
31.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
531.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
531.0,ClimatePolicyID(6),G,3,3,0,0,1,1
1797.0,ClimatePolicyID(5),F,2,1,1,1,0,1
1797.0,ClimatePolicyID(6),F,2,2,0,0,1,1
1261.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1261.0,ClimatePolicyID(6),C,-1,0,-1,1,0,1
294.0,ClimatePolicyID(5),E,1,-1,2,2,0,0
294.0,ClimatePolicyID(6),B,-2,-1,-1,1,0,1
1233.0,ClimatePolicyID(5),F,2,0,2,2,0,0
1233.0,ClimatePolicyID(6),F,2,0,2,2,0,0
1794.0,ClimatePolicyID(5),C,-1,2,-3,3,0,0
1794.0,ClimatePolicyID(6),B,-2,2,-4,4,0,0
622.0,ClimatePolicyID(5),F,2,1,1,1,0,1
622.0,ClimatePolicyID(6),F,2,0,2,2,0,0
1463.0,ClimatePolicyID(5),G,3,2,1,1,0,1
1463.0,ClimatePolicyID(6),G,3,3,0,0,1,1
282.0,ClimatePolicyID(5),D,0,-3,3,3,0,0
282.0,ClimatePolicyID(6),C,-1,-3,2,2,0,0
433.0,ClimatePolicyID(5),F,2,0,2,2,0,0
433.0,ClimatePolicyID(6),E,1,0,1,1,0,1
1643.0,ClimatePolicyID(5),F,2,1,1,1,0,1
1643.0,ClimatePolicyID(6),F,2,2,0,0,1,1
142.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
142.0,ClimatePolicyID(6),G,3,2,1,1,0,1
383.0,ClimatePolicyID(5),D,0,-3,3,3,0,0
383.0,ClimatePolicyID(6),B,-2,1,-3,3,0,0
1598.0,ClimatePolicyID(5),G,3,1,2,2,0,0
1598.0,ClimatePolicyID(6),F,2,0,2,2,0,0
471.0,ClimatePolicyID(5),F,2,0,2,2,0,0
471.0,ClimatePolicyID(6),B,-2,0,-2,2,0,0
1230.0,ClimatePolicyID(5),F,2,0,2,2,0,0
1230.0,ClimatePolicyID(6),E,1,0,1,1,0,1
1727.0,ClimatePolicyID(5),F,2,0,2,2,0,0
1727.0,ClimatePolicyID(6),G,3,3,0,0,1,1
46.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
46.0,ClimatePolicyID(6),F,2,0,2,2,0,0
804.0,ClimatePolicyID(5),F,2,2,0,0,1,1
804.0,ClimatePolicyID(6),G,3,2,1,1,0,1
1710.0,ClimatePolicyID(5),E,1,1,0,0,1,1
1710.0,ClimatePolicyID(6),E,1,0,1,1,0,1
1036.0,ClimatePolicyID(5),C,-1,-3,2,2,0,0
1036.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
1128.0,ClimatePolicyID(5),F,2,3,-1,1,0,1
1128.0,ClimatePolicyID(6),G,3,3,0,0,1,1
113.0,ClimatePolicyID(5),F,2,1,1,1,0,1
113.0,ClimatePolicyID(6),F,2,2,0,0,1,1
1734.0,ClimatePolicyID(5),F,2,0,2,2,0,0
1734.0,ClimatePolicyID(6),E,1,2,-1,1,0,1
443.0,ClimatePolicyID(5),B,-2,0,-2,2,0,0
443.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
1332.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1332.0,ClimatePolicyID(6),G,3,3,0,0,1,1
186.0,ClimatePolicyID(5),F,2,0,2,2,0,0
186.0,ClimatePolicyID(6),E,1,2,-1,1,0,1
612.0,ClimatePolicyID(5),F,2,-2,4,4,0,0
612.0,ClimatePolicyID(6),B,-2,0,-2,2,0,0
1676.0,ClimatePolicyID(5),F,2,1,1,1,0,1
1676.0,ClimatePolicyID(6),F,2,1,1,1,0,1
1707.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1707.0,ClimatePolicyID(6),E,1,3,-2,2,0,0
1395.0,ClimatePolicyID(5),G,3,2,1,1,0,1
1395.0,ClimatePolicyID(6),G,3,3,0,0,1,1
843.0,ClimatePolicyID(5),F,2,0,2,2,0,0
843.0,ClimatePolicyID(6),B,-2,-3,1,1,0,1
1604.0,ClimatePolicyID(5),F,2,2,0,0,1,1
1604.0,ClimatePolicyID(6),D,0,1,-1,1,0,1
22.0,ClimatePolicyID(5),E,1,0,1,1,0,1
22.0,ClimatePolicyID(6),E,1,2,-1,1,0,1
